pedido_key,pedido_id,fecha_key,fecha,dia,nombre_dia,es_fin_de_semana,semana_anio,mes,nombre_mes,trimestre,anio,anio_mes,cliente_key,cliente_id,alias_cliente,hash_cliente,ciudad_cliente,pais_cliente,codigo_pais_cliente,fecha_registro_cliente,segmento_cliente,metodo_pago_preferido_cliente,cliente_activo,restaurante_key,restaurante_id,nombre_restaurante,cocina_restaurante,ciudad_restaurante,pais_restaurante,codigo_pais_restaurante,costo_promedio_dos_personas,nivel_rating_restaurante,tiene_delivery,tiene_comer_en_local,tiene_wifi,acepta_tarjeta,restaurante_activo,metodo_pago_key,metodo_pago,estado_key,estado_pedido,estado_completado,estado_es_incidencia,monto_total,tarifa_entrega,distancia_km,tiempo_entrega_minutos,multiplicador_hora_pico,calificacion_operativa,hubo_demora
60,60,20250719,2025-07-19,19,Saturday,1,29,7,July,3,2025,2025-07,2414,2415,Cliente_002415,26997608A5F8BC1509F4FDD380CAF2426A6C8B9250492AEB74B467BF1CB86590,Salvador,Brazil,BR,2025-12-17,VIP,DebitCard,1,59,60,Salvador Damascus Kitchen,Middle Eastern,Salvador,Brazil,BR,113,Bajo,0,1,0,1,1,2,DebitCard,1,Delivered,1,0,50.85,5.9,5.2,43.0,1.5,4.5,0
61,61,20250822,2025-08-22,22,Friday,0,34,8,August,3,2025,2025-08,2421,2422,Cliente_002422,AC4826C18D159176BF2CE426202982B22009892062E95A174DE0DA86DC49F99E,Sao Paulo,Brazil,BR,2026-07-03,VIP,CreditCard,1,60,61,Sao Paulo Wok Table,Chinese,Sao Paulo,Brazil,BR,107,Alto,1,1,1,1,1,3,Wallet,1,Delivered,1,0,54.57,15.5,18.0,68.0,1.5,2.61,1
62,62,20241206,2024-12-06,6,Friday,0,49,12,December,4,2024,2024-12,4710,4711,Cliente_004711,A713461F84D3333B23F7424576E549044ED32885AB38A7B7F29EEBFBC730D745,Sao Paulo,Brazil,BR,2026-04-23,VIP,Cash,1,61,62,Sao Paulo Perfume River Kitchen & Bar,Vietnamese,Sao Paulo,Brazil,BR,67,Medio,1,0,1,1,1,4,Cash,1,Delivered,1,0,62.98,13.78,15.7,65.0,1.5,3.46,1
63,63,20250310,2025-03-10,10,Monday,0,11,3,March,1,2025,2025-03,3959,3960,Cliente_003960,02F50DA8FFB886DE865EDFBEF8C5706166B8086A2C4A618A5C19CA4AB56FA0E9,Chicago,United States,US,2025-05-05,VIP,DebitCard,1,62,63,Salvador Verde Grill,Brazilian,Salvador,Brazil,BR,40,Medio,1,0,0,1,1,2,DebitCard,1,Delivered,1,0,38.0,10.25,16.5,49.0,1.0,2.64,1
64,64,20260810,2026-08-10,10,Monday,0,33,8,August,3,2026,2026-08,27,28,Cliente_000028,9DF3B3E1855A15CEAFCA32B915D29BC4F541EEB1EF5B075713407CBC5A3D3293,Tokyo,Japan,JP,2026-08-21,VIP,Cash,0,63,64,Tokyo Sevilla Garden,Spanish,Tokyo,Japan,JP,91,Alto,1,1,1,1,1,1,CreditCard,1,Delivered,1,0,111.93,9.85,15.7,47.0,1.0,2.98,1
65,65,20250610,2025-06-10,10,Tuesday,0,24,6,June,2,2025,2025-06,4200,4201,Cliente_004201,A1BBF7241677AB2D9F97953E70E7CE9BACDC507D79B1AD4F68FE8DDADB4AD087,Rio de Janeiro,Brazil,BR,2025-09-23,VIP,CreditCard,1,64,65,Rio de Janeiro Maharaja Bistro,Indian,Rio de Janeiro,Brazil,BR,75,Bajo,1,1,1,1,1,3,Wallet,1,Delivered,1,0,73.5,2.65,1.3,23.0,1.0,4.5,0
66,66,20260718,2026-07-18,18,Saturday,1,29,7,July,3,2026,2026-07,1973,1974,Cliente_001974,82B6B7D5984EC4970B478FC70DFB4719CD52099D936D0F560FC2E23EAA26BA8D,Mumbai,India,IN,2024-07-04,VIP,CreditCard,0,65,66,Mumbai Olympus Diner,Greek,Mumbai,India,IN,110,Medio,1,1,0,1,1,4,Cash,1,Delivered,1,0,130.9,3.95,2.6,42.0,1.5,3.88,0
67,67,20260824,2026-08-24,24,Monday,0,35,8,August,3,2026,2026-08,4000,4001,Cliente_004001,979AB318960291281BDA0368B799B4CC4894981771D8B512017829E83D12F6E9,Tokyo,Japan,JP,2026-01-16,Recurrente,DebitCard,1,66,67,Tokyo Sol Eatery,Mexican,Tokyo,Japan,JP,119,Medio,1,1,1,1,1,1,CreditCard,1,Delivered,1,0,121.38,15.0,20.8,66.0,1.25,2.75,1
68,68,20240910,2024-09-10,10,Tuesday,0,37,9,September,3,2024,2024-09,1667,1668,Cliente_001668,17E6035978D4AF41E43538E41A84CF6758C2329D19A7AA489D8ADF9D29B53579,Mumbai,India,IN,2025-07-19,VIP,CreditCard,1,67,68,Mumbai Bibim Corner,Korean,Mumbai,India,IN,57,Medio,1,0,1,1,1,2,DebitCard,1,Delivered,1,0,78.09,5.5,5.6,46.0,1.25,3.47,1
69,69,20260720,2026-07-20,20,Monday,0,30,7,July,3,2026,2026-07,1355,1356,Cliente_001356,44EF1266F72C8E2130F5DAD93289B40DB13B95E3E5B3FFEEF355B28BEB2CC891,London,United Kingdom,GB,2026-05-21,VIP,Cash,1,68,69,London Roadside Place,American,London,United Kingdom,GB,120,Medio,1,1,1,1,1,4,Cash,3,Refunded,0,1,74.4,7.63,9.0,46.0,1.25,2.63,1
70,70,20260425,2026-04-25,25,Saturday,1,17,4,April,2,2026,2026-04,5580,5581,Cliente_005581,229989731E5562DC84D71A8A7A9F80E5F9EB6755F4B0B29831E728AAED41D5FC,Tokyo,Japan,JP,2026-02-25,VIP,Wallet,1,69,70,Mumbai Champs House,French,Mumbai,India,IN,119,Alto,1,1,1,1,1,3,Wallet,3,Refunded,0,1,152.32,9.65,10.2,54.0,1.5,2.78,1
71,71,20260108,2026-01-08,8,Thursday,0,2,1,January,1,2026,2026-01,3801,3802,Cliente_003802,35C0BBDDBF7B4B56543311D0C1F265E681F793286C95F1B8DDBEF337C3205211,Tokyo,Japan,JP,2025-10-25,VIP,CreditCard,1,70,71,Salvador Wasabi Cafe,Japanese,Salvador,Brazil,BR,47,Bajo,1,1,1,1,1,1,CreditCard,1,Delivered,1,0,23.5,13.48,15.3,55.0,1.5,2.64,1
72,72,20250704,2025-07-04,4,Friday,0,27,7,July,3,2025,2025-07,2841,2842,Cliente_002842,C1B271AEF653FAA5FEEB28948525310C5B4F12110680AE553B4DA551518B73E3,Tokyo,Japan,JP,2023-11-07,EnRiesgo,DebitCard,0,71,72,Tokyo Lemongrass Kitchen,Thai,Tokyo,Japan,JP,65,Medio,1,1,1,1,1,1,CreditCard,1,Delivered,1,0,91.0,11.56,15.3,49.0,1.25,2.85,1
73,73,20260718,2026-07-18,18,Saturday,1,29,7,July,3,2026,2026-07,3511,3512,Cliente_003512,3757E38B7F2AF0EC34C5B22F724DD1F64F15F4DFB84F9EB4C2A08B885A019C39,Chennai,India,IN,2026-02-09,Recurrente,Wallet,1,72,73,Chennai Vineyard Table,Italian,Chennai,India,IN,101,Medio,1,0,1,1,1,1,CreditCard,1,Delivered,1,0,146.45,11.0,18.0,64.0,1.0,3.18,1
74,74,20251014,2025-10-14,14,Tuesday,0,42,10,October,4,2025,2025-10,4743,4744,Cliente_004744,4A135B59A9BA0939133FCCE193DD49C4C0478E6D02B259E8B3EADA4DE354C60C,Chicago,United States,US,2025-04-27,VIP,Wallet,1,73,74,Chicago Levant Kitchen & Bar,Mediterranean,Chicago,United States,US,94,Medio,1,1,1,1,1,1,CreditCard,1,Delivered,1,0,142.88,3.69,2.7,37.0,1.25,4.41,0
75,75,20251030,2025-10-30,30,Thursday,0,44,10,October,4,2025,2025-10,1481,1482,Cliente_001482,56E2552E3977FECF1EF00EC1774810A18A09A6483CDC80FA5DBCABC769A1CF92,London,United Kingdom,GB,2025-02-06,Recurrente,CreditCard,1,74,75,London Sahara Grill,Middle Eastern,London,United Kingdom,GB,71,Medio,1,1,1,1,1,3,Wallet,1,Delivered,1,0,79.52,6.94,7.9,55.0,1.25,2.72,1
76,76,20260526,2026-05-26,26,Tuesday,0,22,5,May,2,2026,2026-05,2038,2039,Cliente_002039,E38696294EBB2AD2F227848025FA78CA00C11D7F2D33B0A5E852F713CF74119D,Chennai,India,IN,2024-05-31,VIP,DebitCard,1,75,76,Chennai Bamboo Garden Garden,Chinese,Chennai,India,IN,57,Medio,1,1,1,1,1,1,CreditCard,1,Delivered,1,0,59.85,9.5,15.0,63.0,1.0,2.9,1
77,77,20240922,2024-09-22,22,Sunday,1,39,9,September,3,2024,2024-09,754,755,Cliente_000755,B86551E0DDE23E3223D87ADF3AF7563D1479221EB3471A4083901C65576125B7,Bangalore,India,IN,2026-04-25,VIP,DebitCard,1,76,77,Bangalore Hanoi Bistro,Vietnamese,Bangalore,India,IN,73,Alto,0,1,0,1,0,2,DebitCard,1,Delivered,1,0,51.83,13.5,18.4,66.0,1.25,3.23,1
78,78,20260714,2026-07-14,14,Tuesday,0,29,7,July,3,2026,2026-07,1694,1695,Cliente_001695,EAF9C938AD38C4BBDE3BD89078A4EA36513A30DDFDD18EC02D895CAF0B03B6FE,Rio de Janeiro,Brazil,BR,2026-04-20,VIP,Wallet,1,77,78,Rio de Janeiro Churrascaria Diner,Brazilian,Rio de Janeiro,Brazil,BR,107,Alto,1,1,0,1,1,2,DebitCard,1,Delivered,1,0,130.54,17.45,20.6,72.0,1.5,2.72,1
79,79,20260505,2026-05-05,5,Tuesday,0,19,5,May,2,2026,2026-05,811,812,Cliente_000812,53DC221EC166DE03A76E9E191E484077B2EEAB151DE114D81F9D6CB53E42D8C8,New York,United States,US,2024-10-22,VIP,Cash,1,78,79,New York Madrid Eatery,Spanish,New York,United States,US,154,Medio,1,1,1,1,1,2,DebitCard,1,Delivered,1,0,155.54,5.65,7.3,33.0,1.0,4.13,0
80,80,20250126,2025-01-26,26,Sunday,1,5,1,January,1,2025,2025-01,4920,4921,Cliente_004921,BB7121665A142ED352D6805D00ADC72CE00C7EDFE75CA080E7B99117ED3240CD,Chennai,India,IN,2023-12-25,Recurrente,Cash,1,79,80,Chennai Spice Corner,Indian,Chennai,India,IN,124,Alto,0,1,1,1,1,1,CreditCard,1,Delivered,1,0,193.44,11.63,15.4,60.0,1.25,3.49,1
81,81,20250226,2025-02-26,26,Wednesday,0,9,2,February,1,2025,2025-02,1346,1347,Cliente_001347,8E31E6C05512067D4E68ECCE2157FD20628E7E5C18741F97857EF7DE700B8F5E,London,United Kingdom,GB,2024-12-14,VIP,CreditCard,0,80,81,London Santorini Place,Greek,London,United Kingdom,GB,120,Bajo,0,1,1,1,1,4,Cash,1,Delivered,1,0,72.0,4.63,3.5,35.0,1.5,4.14,0
82,82,20250403,2025-04-03,3,Thursday,0,14,4,April,2,2025,2025-04,2712,2713,Cliente_002713,805E75906A40F8A5817BC05A3B7A6C04F4A2384C8C36B776B7021C7F8C50D48D,Bangalore,India,IN,2025-09-07,VIP,CreditCard,1,81,82,Bangalore Cantina House,Mexican,Bangalore,India,IN,51,Alto,1,1,1,1,1,1,CreditCard,1,Delivered,1,0,61.71,9.2,14.4,55.0,1.0,3.19,1
83,83,20240903,2024-09-03,3,Tuesday,0,36,9,September,3,2024,2024-09,1038,1039,Cliente_001039,BCF1357C31423344981860D8DB42730834AB1A70C28DD902187CB0CF70763957,Los Angeles,United States,US,2026-05-02,Recurrente,Cash,1,82,83,Los Angeles Gangnam Cafe,Korean,Los Angeles,United States,US,70,Alto,1,1,1,1,1,1,CreditCard,1,Delivered,1,0,73.5,12.81,17.3,73.0,1.25,2.66,1
84,84,20250525,2025-05-25,25,Sunday,1,22,5,May,2,2025,2025-05,2761,2762,Cliente_002762,4A2391ABFDE619C4EA57B1529DEA7409B37521C4C25D1C19FE2BC14EFF34438A,Yokohama,Japan,JP,2023-12-22,Recurrente,Cash,1,83,84,Yokohama Uptown Kitchen,American,Yokohama,Japan,JP,83,Medio,1,0,0,1,1,4,Cash,1,Delivered,1,0,93.79,9.8,15.6,53.0,1.0,2.65,1
85,85,20250627,2025-06-27,27,Friday,0,26,6,June,2,2025,2025-06,3841,3842,Cliente_003842,BEDB1C4CFC52F295796DCB9A68E6A83708A656397BE3981C40C9253AFE0F7159,Chicago,United States,US,2023-10-22,VIP,DebitCard,1,84,85,Chicago Cheri Table,French,Chicago,United States,US,139,Bajo,1,0,1,1,1,1,CreditCard,1,Delivered,1,0,170.97,6.44,7.1,35.0,1.25,4.08,0
86,86,20251204,2025-12-04,4,Thursday,0,49,12,December,4,2025,2025-12,2110,2111,Cliente_002111,5EAEE5EF4438AED65A40DC71D9152B3EA9B9937AE6A87E2F72F5028594BDA6C8,Los Angeles,United States,US,2026-05-05,Recurrente,DebitCard,1,85,86,Los Angeles Sushi Kitchen & Bar,Japanese,Los Angeles,United States,US,40,Alto,1,1,1,1,1,1,CreditCard,4,Failed,0,1,42.4,5.95,7.9,42.0,1.0,4.44,0
87,87,20260323,2026-03-23,23,Monday,0,13,3,March,1,2026,2026-03,1231,1232,Cliente_001232,DA32F033AB104C368B285D73EE492B60C26F3BF9B424AAF561A5E4ACEAFA3213,Delhi,India,IN,2025-02-07,VIP,CreditCard,1,86,87,Delhi Golden Elephant Grill,Thai,Delhi,India,IN,87,Bajo,0,0,1,1,1,4,Cash,1,Delivered,1,0,100.92,13.03,14.7,56.0,1.5,3.03,1
88,88,20260824,2026-08-24,24,Monday,0,35,8,August,3,2026,2026-08,1215,1216,Cliente_001216,406FA88B79EA7F72A7B3698A9F72C0AA607D6FAA12A1C82E9975A3DAC028E13D,Tokyo,Japan,JP,2026-04-14,VIP,DebitCard,1,87,88,Tokyo Trattoria Garden,Italian,Tokyo,Japan,JP,98,Alto,1,1,0,1,1,2,DebitCard,1,Delivered,1,0,132.3,4.69,4.3,36.0,1.25,3.97,0
89,89,20250701,2025-07-01,1,Tuesday,0,27,7,July,3,2025,2025-07,5236,5237,Cliente_005237,1B80863FF14373B4A1662FE49222D307971F0FAFEC611A17625842A441328F58,Rio de Janeiro,Brazil,BR,2025-11-29,VIP,Cash,1,88,89,Rio de Janeiro Aegean Bistro,Mediterranean,Rio de Janeiro,Brazil,BR,51,Medio,1,1,1,1,1,4,Cash,1,Delivered,1,0,57.63,6.8,9.6,43.0,1.0,4.19,0
90,90,20260710,2026-07-10,10,Friday,0,28,7,July,3,2026,2026-07,1496,1497,Cliente_001497,EA11A5A57F6F356CF63B625E559F8BB4AB0499F352636AFDF3419A996D251F2A,Delhi,India,IN,2024-10-03,Recurrente,Cash,1,89,90,Sao Paulo Bazaar Diner,Middle Eastern,Sao Paulo,Brazil,BR,114,Bajo,1,0,1,1,1,3,Wallet,1,Delivered,1,0,157.32,13.63,18.6,62.0,1.25,3.31,1
91,91,20241111,2024-11-11,11,Monday,0,46,11,November,4,2024,2024-11,671,672,Cliente_000672,D18440F80272D468E750F9D3D96237E46ED89A771971E052F8E56A97FDCDF1D6,Tokyo,Japan,JP,2024-10-19,VIP,CreditCard,0,90,91,Chennai Panda Eatery,Chinese,Chennai,India,IN,128,Alto,1,1,1,1,1,1,CreditCard,1,Delivered,1,0,168.96,3.4,2.8,39.0,1.0,4.06,0
92,92,20260806,2026-08-06,6,Thursday,0,32,8,August,3,2026,2026-08,1400,1401,Cliente_001401,519B5072E0A8ECFD81AD2F8767CE930C4AA3E3FEFF0BB03A77FBDE801F76CE07,New York,United States,US,2024-09-27,VIP,Cash,1,91,92,New York Rice Paper Corner,Vietnamese,New York,United States,US,63,Alto,1,1,0,0,1,4,Cash,1,Delivered,1,0,35.91,9.13,9.5,50.0,1.5,3.13,1
93,93,20250926,2025-09-26,26,Friday,0,39,9,September,3,2025,2025-09,1705,1706,Cliente_001706,53078E61B0A2CB4C5D88F5816B2BFD244A20EADE8F5140E136FE0E1E21A4ECCC,Tokyo,Japan,JP,2025-12-13,VIP,CreditCard,1,92,93,Tokyo Cerrado Place,Brazilian,Tokyo,Japan,JP,89,Bajo,0,1,1,1,1,1,CreditCard,1,Delivered,1,0,73.87,13.48,15.3,66.0,1.5,3.48,1
94,94,20260606,2026-06-06,6,Saturday,1,23,6,June,2,2026,2026-06,1523,1524,Cliente_001524,068286197566FA188715394ABA04E05B3E121DAFF11658CA7067C10445DD055C,Fortaleza,Brazil,BR,2026-06-20,Recurrente,Cash,1,93,94,Fortaleza Barcelona House,Spanish,Fortaleza,Brazil,BR,60,Bajo,1,1,1,0,1,1,CreditCard,1,Delivered,1,0,58.2,10.56,13.7,60.0,1.25,2.72,1
95,95,20250917,2025-09-17,17,Wednesday,0,38,9,September,3,2025,2025-09,4891,4892,Cliente_004892,5E6CCDA6E6DBAAA422EFF3A5CF5CE3D7E73D0134434BA7202DDDA1B8FB8AC237,Tokyo,Japan,JP,2026-01-09,Recurrente,DebitCard,1,94,95,Tokyo Namaste Cafe,Indian,Tokyo,Japan,JP,60,Medio,1,1,1,1,1,1,CreditCard,1,Delivered,1,0,37.8,16.63,19.5,60.0,1.5,3.42,1
96,96,20260820,2026-08-20,20,Thursday,0,34,8,August,3,2026,2026-08,3714,3715,Cliente_003715,1E6D46A48678047CC1634D6025FDCA83FE03A37D906C5CDF9416F4EC06BD02CC,Bangalore,India,IN,2026-07-08,VIP,Wallet,1,95,96,Bangalore Acropolis Kitchen,Greek,Bangalore,India,IN,104,Alto,1,1,1,1,1,4,Cash,2,Cancelled,0,1,159.12,6.63,7.4,45.0,1.25,4.21,0
97,97,20260304,2026-03-04,4,Wednesday,0,10,3,March,1,2026,2026-03,4545,4546,Cliente_004546,454BD5083848444C317FDD7977B5000D2F9DE8986E85AF3E2F0A7849B9647793,Tokyo,Japan,JP,2025-10-29,Recurrente,Cash,1,96,97,Tokyo Azteca Table,Mexican,Tokyo,Japan,JP,65,Medio,1,0,0,1,1,1,CreditCard,1,Delivered,1,0,74.1,15.2,17.6,61.0,1.5,3.45,1
98,98,20260722,2026-07-22,22,Wednesday,0,30,7,July,3,2026,2026-07,2599,2600,Cliente_002600,23B2C6335B5DE8185535A36B11DB0AB0808A33EFA785C4B5F3DB384451C0A92D,Bangalore,India,IN,2026-08-06,VIP,Cash,1,97,98,Bangalore Hanok Kitchen & Bar,Korean,Bangalore,India,IN,117,Medio,1,1,0,1,1,3,Wallet,1,Delivered,1,0,71.37,14.13,19.4,63.0,1.25,2.67,1
99,99,20251204,2025-12-04,4,Thursday,0,49,12,December,4,2025,2025-12,528,529,Cliente_000529,7BB4A00431C0FD1B0AA4FAFFD8EBB8F354DE07317F6E6BA59B1546CEE4D10A20,Fortaleza,Brazil,BR,2024-03-07,VIP,Cash,1,98,99,Delhi Diner Grill,American,Delhi,India,IN,99,Bajo,1,1,1,1,1,4,Cash,1,Delivered,1,0,41.58,12.94,17.5,57.0,1.25,3.39,1
100,100,20260619,2026-06-19,19,Friday,0,25,6,June,2,2026,2026-06,4908,4909,Cliente_004909,3BB3DB53405AFFF67CE6CECCDC3A6F75DEA4B078F1E0C1B7F4C21285BFA43C9B,Yokohama,Japan,JP,2024-05-13,VIP,DebitCard,1,99,100,Yokohama Provence Garden,French,Yokohama,Japan,JP,116,Bajo,1,1,0,1,1,2,DebitCard,1,Delivered,1,0,154.28,13.56,18.5,69.0,1.25,3.12,1
101,101,20250206,2025-02-06,6,Thursday,0,6,2,February,1,2025,2025-02,4106,4107,Cliente_004107,3FD43A4B8C25AC5C9B2C77C0A583A31697C6FF77C438BA98C5DF004E0DF7F6EB,Sao Paulo,Brazil,BR,2026-03-23,Recurrente,CreditCard,1,100,101,Sao Paulo Fuji Bistro,Japanese,Sao Paulo,Brazil,BR,42,Medio,1,1,1,1,1,4,Cash,1,Delivered,1,0,38.64,12.56,16.9,59.0,1.25,2.81,1
102,102,20260611,2026-06-11,11,Thursday,0,24,6,June,2,2026,2026-06,4877,4878,Cliente_004878,87F1A4C090F5574B3B6987A8D1BA580F57FCEAA02A4B1E1BA1540CCF26C5A7C9,Mumbai,India,IN,2025-06-09,VIP,Cash,1,101,102,Mumbai Jasmine Diner,Thai,Mumbai,India,IN,95,Alto,0,1,1,1,1,1,CreditCard,1,Delivered,1,0,55.1,9.19,11.5,61.0,1.25,3.24,1
103,103,20250308,2025-03-08,8,Saturday,1,10,3,March,1,2025,2025-03,4255,4256,Cliente_004256,62E7621FC4EE3E4037FCF2935FC47AD846A781566FF8E4C9C3A319CE559427E6,Chicago,United States,US,2024-11-28,VIP,Cash,1,102,103,Chicago Vino Eatery,Italian,Chicago,United States,US,96,Alto,0,1,1,1,1,1,CreditCard,1,Delivered,1,0,148.8,10.78,11.7,50.0,1.5,2.58,1
104,104,20260418,2026-04-18,18,Saturday,1,16,4,April,2,2026,2026-04,4951,4952,Cliente_004952,4B527F2031994FFA1498DBF40BD59D9436DFDD7E64E92519B0B1416971BCA6A0,Yokohama,Japan,JP,2024-11-24,VIP,DebitCard,1,103,104,Yokohama Olive Corner,Mediterranean,Yokohama,Japan,JP,79,Medio,1,1,1,1,1,1,CreditCard,1,Delivered,1,0,80.58,4.18,2.9,47.0,1.5,2.75,1
105,105,20250418,2025-04-18,18,Friday,0,16,4,April,2,2025,2025-04,4710,4711,Cliente_004711,A713461F84D3333B23F7424576E549044ED32885AB38A7B7F29EEBFBC730D745,Sao Paulo,Brazil,BR,2026-04-23,VIP,Cash,1,104,105,Delhi Cedar Grove Place,Middle Eastern,Delhi,India,IN,108,Medio,1,1,1,1,1,4,Cash,1,Delivered,1,0,145.8,5.0,6.0,43.0,1.0,4.42,0
106,106,20251026,2025-10-26,26,Sunday,1,44,10,October,4,2025,2025-10,4594,4595,Cliente_004595,1C70B54EB0F01A97FD6AA6D0A9F6A6762E1A5D2928774DF579C4D63D26C1625F,Yokohama,Japan,JP,2025-04-01,VIP,CreditCard,1,105,106,Yokohama Jade House,Chinese,Yokohama,Japan,JP,115,Alto,1,0,1,1,1,1,CreditCard,1,Delivered,1,0,93.15,7.93,7.9,54.0,1.5,3.16,1
107,107,20241218,2024-12-18,18,Wednesday,0,51,12,December,4,2024,2024-12,5301,5302,Cliente_005302,CF7C3A4B5B7A266C961057E63B2EDF4A1245A9D7D927ED9F8F91A1326AB4AE04,Delhi,India,IN,2024-04-21,VIP,Cash,1,106,107,Delhi Bamboo Bowl Cafe,Vietnamese,Delhi,India,IN,126,Medio,1,1,0,1,1,1,CreditCard,1,Delivered,1,0,79.38,8.5,10.4,59.0,1.25,3.44,1
108,108,20250430,2025-04-30,30,Wednesday,0,18,4,April,2,2025,2025-04,1500,1501,Cliente_001501,CC63FA00E24686EF13D56B7ADA167CD4A16CA3BFBD6940FFD49D54B08D839AA5,Bangalore,India,IN,2025-12-05,Recurrente,Cash,1,107,108,Bangalore Ipanema Kitchen,Brazilian,Bangalore,India,IN,108,Medio,0,1,1,1,1,2,DebitCard,1,Delivered,1,0,51.84,3.63,2.6,39.0,1.25,3.83,0
109,109,20260609,2026-06-09,9,Tuesday,0,24,6,June,2,2026,2026-06,1235,1236,Cliente_001236,7BE11B71D971B699182015BE7B17EC9A0F5C5284170933C1917795A087B71EEF,Tokyo,Japan,JP,2026-01-10,VIP,Cash,1,108,109,Tokyo Costa Table,Spanish,Tokyo,Japan,JP,89,Alto,0,0,1,1,1,2,DebitCard,1,Delivered,1,0,113.92,12.4,20.8,71.0,1.0,3.42,1
110,110,20241117,2024-11-17,17,Sunday,1,47,11,November,4,2024,2024-11,3912,3913,Cliente_003913,E5EF7DA6CA9F5EDE5417CFFD3F5EAB97F249518A6BE8B8167DEF5A051440AE59,Tokyo,Japan,JP,2025-03-22,VIP,Cash,1,109,110,Tokyo Bombay Kitchen & Bar,Indian,Tokyo,Japan,JP,104,Medio,1,1,1,1,1,1,CreditCard,1,Delivered,1,0,138.32,12.56,16.9,55.0,1.25,2.56,1
111,111,20241020,2024-10-20,20,Sunday,1,43,10,October,4,2024,2024-10,497,498,Cliente_000498,097E8CE025A71FC3B972854A300330175E6B7FCFE2F4784F637BCDE609856209,London,United Kingdom,GB,2026-08-17,VIP,Cash,1,110,111,London Delphi Grill,Greek,London,United Kingdom,GB,139,Medio,1,1,1,1,1,1,CreditCard,1,Delivered,1,0,56.99,16.93,19.9,68.0,1.5,2.51,1
112,112,20260505,2026-05-05,5,Tuesday,0,19,5,May,2,2026,2026-05,5641,5642,Cliente_005642,0D4565B6E7F2FD2A53AB68E0A917F047A9D2D51256BC392FED7015050FA8F328,Hyderabad,India,IN,2026-05-15,VIP,Cash,1,111,112,Hyderabad Fiesta Garden,Mexican,Hyderabad,India,IN,124,Bajo,1,1,1,1,1,4,Cash,1,Delivered,1,0,114.08,6.58,6.1,48.0,1.5,2.5,1
113,113,20250521,2025-05-21,21,Wednesday,0,21,5,May,2,2025,2025-05,374,375,Cliente_000375,6CF6702C3DD4D5F5F14A7D77E04E96C2770FB4FEABA790730F54E50F04B7BBA5,Sao Paulo,Brazil,BR,2026-06-02,VIP,Wallet,1,112,113,Delhi Kimchi Bistro,Korean,Delhi,India,IN,61,Medio,1,1,1,0,1,1,CreditCard,1,Delivered,1,0,37.21,6.13,6.6,41.0,1.25,4.37,0
114,114,20260130,2026-01-30,30,Friday,0,5,1,January,1,2026,2026-01,4858,4859,Cliente_004859,1B779FD17A6C395FA1FD4E0F9DCEB73BAED28AA1C209DEEB54FA6E64EDC3F40A,Bangalore,India,IN,2026-01-06,Recurrente,Wallet,1,113,114,Bangalore Smokehouse Diner,American,Bangalore,India,IN,64,Bajo,1,0,1,1,1,1,CreditCard,1,Delivered,1,0,97.28,15.8,18.4,69.0,1.5,2.63,1
115,115,20241209,2024-12-09,9,Monday,0,50,12,December,4,2024,2024-12,2386,2387,Cliente_002387,204889FD4D7C00B4DD3DAAE187C947BBACB6EB6F994D823E9DB0D3575B71DF76,Tokyo,Japan,JP,2024-04-01,Recurrente,CreditCard,1,114,115,Birmingham Lumiere Eatery,French,Birmingham,United Kingdom,GB,57,Medio,1,1,1,1,1,1,CreditCard,1,Delivered,1,0,82.08,2.94,1.5,41.0,1.25,4.23,0
116,116,20260628,2026-06-28,28,Sunday,1,27,6,June,2,2026,2026-06,2086,2087,Cliente_002087,A2D595BE7C3FFE5A27D22F6E2C1CFD4A2CDAC99ACAFB31AD807BEB474EABDD78,Hyderabad,India,IN,2025-05-20,VIP,Wallet,1,115,116,Bangalore Umami Corner,Japanese,Bangalore,India,IN,121,Bajo,0,1,1,1,1,4,Cash,1,Delivered,1,0,94.38,13.5,18.4,62.0,1.25,3.17,1
117,117,20260529,2026-05-29,29,Friday,0,22,5,May,2,2026,2026-05,2896,2897,Cliente_002897,4158988F46161DDA0E4D26D1D2BA9CBFF1058EB8E71C3840DB854116F9909029,Salvador,Brazil,BR,2026-03-24,VIP,Wallet,1,116,117,Chennai Chili Place,Thai,Chennai,India,IN,142,Bajo,1,1,1,1,1,1,CreditCard,3,Refunded,0,1,89.46,10.45,16.9,54.0,1.0,2.79,1
118,118,20251230,2025-12-30,30,Tuesday,0,53,12,December,4,2025,2025-12,4714,4715,Cliente_004715,882FB3316BECE30BFDC859BC839789689363A8F2672E00D618ACAEB9983BF4D9,Chennai,India,IN,2025-12-30,Recurrente,Cash,1,117,118,Chennai Basilico House,Italian,Chennai,India,IN,40,Bajo,1,1,1,1,1,4,Cash,1,Delivered,1,0,48.4,10.88,14.2,52.0,1.25,2.92,1
119,119,20260513,2026-05-13,13,Wednesday,0,20,5,May,2,2026,2026-05,5474,5475,Cliente_005475,74365027D353829676A9A8C1A6FCFA54238EA52DB446EFF134211C796FEA3178,Chennai,India,IN,2025-10-29,VIP,Cash,1,118,119,Chennai Blue Wave Cafe,Mediterranean,Chennai,India,IN,142,Bajo,1,1,1,1,1,4,Cash,1,Delivered,1,0,207.32,10.55,11.4,57.0,1.5,2.76,1
