resena_key,pedido_id,fecha_key,fecha,dia,nombre_dia,es_fin_de_semana,semana_anio,mes,nombre_mes,trimestre,anio,anio_mes,cliente_key,cliente_id,alias_cliente,ciudad_cliente,pais_cliente,segmento_cliente,restaurante_key,restaurante_id,nombre_restaurante,cocina_restaurante,ciudad_restaurante,pais_restaurante,nivel_rating_restaurante,calificacion,tiene_comentario,comentario
118,303,20260330,2026-03-30,30,Monday,0,14,3,March,1,2026,2026-03,685,686,Cliente_000686,Hyderabad,India,VIP,302,303,Hyderabad Verde Grill,Brazilian,Hyderabad,India,Bajo,3.2,0,
119,304,20260824,2026-08-24,24,Monday,0,35,8,August,3,2026,2026-08,4733,4734,Cliente_004734,Delhi,India,VIP,303,304,Delhi Sevilla Garden,Spanish,Delhi,India,Medio,5.0,0,
120,307,20260807,2026-08-07,7,Friday,0,32,8,August,3,2026,2026-08,2932,2933,Cliente_002933,New York,United States,VIP,306,307,New York Sol Eatery,Mexican,New York,United States,Bajo,2.7,1,"Food was okay, delivery took a while."
121,311,20250313,2025-03-13,13,Thursday,0,11,3,March,1,2025,2025-03,4636,4637,Cliente_004637,Mumbai,India,Recurrente,310,311,Mumbai Wasabi Cafe,Japanese,Mumbai,India,Alto,5.0,0,
122,312,20260320,2026-03-20,20,Friday,0,12,3,March,1,2026,2026-03,1999,2000,Cliente_002000,Hyderabad,India,VIP,311,312,Hyderabad Lemongrass Kitchen,Thai,Hyderabad,India,Bajo,3.2,0,
123,313,20250107,2025-01-07,7,Tuesday,0,2,1,January,1,2025,2025-01,2606,2607,Cliente_002607,Chennai,India,Recurrente,312,313,Chennai Vineyard Table,Italian,Chennai,India,Bajo,3.4,1,"Average experience, nothing special."
124,315,20260223,2026-02-23,23,Monday,0,9,2,February,1,2026,2026-02,1530,1531,Cliente_001531,Mumbai,India,VIP,314,315,Mumbai Sahara Grill,Middle Eastern,Mumbai,India,Alto,5.0,0,
125,320,20260818,2026-08-18,18,Tuesday,0,34,8,August,3,2026,2026-08,4354,4355,Cliente_004355,Osaka,Japan,VIP,319,320,Chennai Spice Corner,Indian,Chennai,India,Medio,4.8,1,"Great food, fast delivery, will order again."
126,323,20241120,2024-11-20,20,Wednesday,0,47,11,November,4,2024,2024-11,1235,1236,Cliente_001236,Tokyo,Japan,VIP,322,323,Tokyo Gangnam Cafe,Korean,Tokyo,Japan,Medio,2.9,1,"It was fine, some items were cold."
127,326,20251106,2025-11-06,6,Thursday,0,45,11,November,4,2025,2025-11,2244,2245,Cliente_002245,Tokyo,Japan,Recurrente,325,326,Tokyo Sushi Kitchen & Bar,Japanese,Tokyo,Japan,Medio,2.9,0,
128,327,20251020,2025-10-20,20,Monday,0,43,10,October,4,2025,2025-10,4603,4604,Cliente_004604,Osaka,Japan,EnRiesgo,326,327,Osaka Golden Elephant Grill,Thai,Osaka,Japan,Alto,2.5,0,
129,330,20260620,2026-06-20,20,Saturday,1,25,6,June,2,2026,2026-06,3155,3156,Cliente_003156,Tokyo,Japan,VIP,329,330,Tokyo Bazaar Diner,Middle Eastern,Tokyo,Japan,Medio,2.4,0,
130,331,20260825,2026-08-25,25,Tuesday,0,35,8,August,3,2026,2026-08,276,277,Cliente_000277,Mumbai,India,Recurrente,330,331,Mumbai Panda Eatery,Chinese,Mumbai,India,Medio,5.0,1,Consistently good quality.
131,333,20260417,2026-04-17,17,Friday,0,16,4,April,2,2026,2026-04,5745,5746,Cliente_005746,Nagoya,Japan,VIP,332,333,Chicago Cerrado Place,Brazilian,Chicago,United States,Medio,3.2,0,
132,335,20260506,2026-05-06,6,Wednesday,0,19,5,May,2,2026,2026-05,1303,1304,Cliente_001304,Brasilia,Brazil,VIP,334,335,Brasilia Namaste Cafe,Indian,Brasilia,Brazil,Bajo,5.0,1,Consistently good quality.
133,336,20250930,2025-09-30,30,Tuesday,0,40,9,September,3,2025,2025-09,413,414,Cliente_000414,Sao Paulo,Brazil,VIP,335,336,Sao Paulo Acropolis Kitchen,Greek,Sao Paulo,Brazil,Bajo,4.9,0,
134,339,20260321,2026-03-21,21,Saturday,1,12,3,March,1,2026,2026-03,1208,1209,Cliente_001209,New York,United States,Recurrente,338,339,Tokyo Diner Grill,American,Tokyo,Japan,Medio,4.9,1,"Great food, fast delivery, will order again."
135,340,20251030,2025-10-30,30,Thursday,0,44,10,October,4,2025,2025-10,1477,1478,Cliente_001478,Rio de Janeiro,Brazil,Recurrente,339,340,Rio de Janeiro Provence Garden,French,Rio de Janeiro,Brazil,Medio,4.5,1,Consistently good quality.
136,341,20260806,2026-08-06,6,Thursday,0,32,8,August,3,2026,2026-08,4558,4559,Cliente_004559,Bangalore,India,Recurrente,340,341,Bangalore Fuji Bistro,Japanese,Bangalore,India,Medio,2.3,0,
137,344,20250223,2025-02-23,23,Sunday,1,9,2,February,1,2025,2025-02,1192,1193,Cliente_001193,Mumbai,India,EnRiesgo,343,344,Mumbai Olive Corner,Mediterranean,Mumbai,India,Medio,3.0,0,
138,347,20260602,2026-06-02,2,Tuesday,0,23,6,June,2,2026,2026-06,2871,2872,Cliente_002872,New York,United States,VIP,346,347,New York Bamboo Bowl Cafe,Vietnamese,New York,United States,Alto,2.3,0,
139,351,20260610,2026-06-10,10,Wednesday,0,24,6,June,2,2026,2026-06,1364,1365,Cliente_001365,Nagoya,Japan,VIP,350,351,Nagoya Delphi Grill,Greek,Nagoya,Japan,Bajo,5.0,1,Consistently good quality.
140,353,20260705,2026-07-05,5,Sunday,1,28,7,July,3,2026,2026-07,2449,2450,Cliente_002450,Osaka,Japan,VIP,352,353,Osaka Kimchi Bistro,Korean,Osaka,Japan,Bajo,2.1,0,
141,359,20260416,2026-04-16,16,Thursday,0,16,4,April,2,2026,2026-04,1820,1821,Cliente_001821,Tokyo,Japan,EnRiesgo,358,359,Tokyo Blue Wave Cafe,Mediterranean,Tokyo,Japan,Alto,3.1,0,
142,361,20260709,2026-07-09,9,Thursday,0,28,7,July,3,2026,2026-07,4317,4318,Cliente_004318,Fortaleza,Brazil,Recurrente,360,361,Fortaleza Lotus Table,Chinese,Fortaleza,Brazil,Bajo,3.9,1,"It was fine, some items were cold."
143,364,20260810,2026-08-10,10,Monday,0,33,8,August,3,2026,2026-08,1758,1759,Cliente_001759,Delhi,India,VIP,363,364,Delhi Toro Garden,Spanish,Delhi,India,Bajo,3.6,0,
144,365,20240904,2024-09-04,4,Wednesday,0,36,9,September,3,2024,2024-09,4346,4347,Cliente_004347,Tokyo,Japan,Recurrente,364,365,Tokyo Masala Bistro,Indian,Tokyo,Japan,Alto,3.3,0,
145,366,20250811,2025-08-11,11,Monday,0,33,8,August,3,2025,2025-08,2053,2054,Cliente_002054,Chicago,United States,Recurrente,365,366,Chicago Opa Diner,Greek,Chicago,United States,Bajo,4.8,0,
146,371,20251127,2025-11-27,27,Thursday,0,48,11,November,4,2025,2025-11,4733,4734,Cliente_004734,Delhi,India,VIP,370,371,Los Angeles Koi Cafe,Japanese,Los Angeles,United States,Medio,5.0,1,"Great food, fast delivery, will order again."
147,372,20260329,2026-03-29,29,Sunday,1,14,3,March,1,2026,2026-03,3471,3472,Cliente_003472,Tokyo,Japan,VIP,371,372,Mumbai Siam Kitchen,Thai,Mumbai,India,Medio,3.6,1,"It was fine, some items were cold."
148,378,20260514,2026-05-14,14,Thursday,0,20,5,May,2,2026,2026-05,1790,1791,Cliente_001791,Houston,United States,VIP,377,378,Houston Copacabana Diner,Brazilian,Houston,United States,Medio,3.9,0,
149,379,20260518,2026-05-18,18,Monday,0,21,5,May,2,2026,2026-05,1308,1309,Cliente_001309,Mumbai,India,VIP,378,379,Mumbai Ibiza Eatery,Spanish,Mumbai,India,Medio,3.3,0,
150,383,20260812,2026-08-12,12,Wednesday,0,33,8,August,3,2026,2026-08,701,702,Cliente_000702,Fortaleza,Brazil,VIP,382,383,Chennai Hallyu Cafe,Korean,Chennai,India,Alto,5.0,0,
151,384,20250523,2025-05-23,23,Friday,0,21,5,May,2,2025,2025-05,1287,1288,Cliente_001288,Los Angeles,United States,Recurrente,383,384,Sao Paulo Liberty Kitchen,American,Sao Paulo,Brazil,Medio,2.8,0,
152,385,20251024,2025-10-24,24,Friday,0,43,10,October,4,2025,2025-10,3957,3958,Cliente_003958,Bangalore,India,Recurrente,384,385,Rio de Janeiro Rive Gauche Table,French,Rio de Janeiro,Brazil,Bajo,2.6,0,
153,387,20251017,2025-10-17,17,Friday,0,42,10,October,4,2025,2025-10,4017,4018,Cliente_004018,London,United Kingdom,VIP,386,387,London Basil Grill,Thai,London,United Kingdom,Bajo,5.0,1,"Loved it, definitely recommend."
154,389,20260130,2026-01-30,30,Friday,0,5,1,January,1,2026,2026-01,3719,3720,Cliente_003720,Sao Paulo,Brazil,VIP,388,389,Sao Paulo Terra Bistro,Mediterranean,Sao Paulo,Brazil,Medio,4.3,0,
155,397,20240919,2024-09-19,19,Thursday,0,38,9,September,3,2024,2024-09,515,516,Cliente_000516,Mumbai,India,VIP,396,397,Mumbai Frontera Table,Mexican,Mumbai,India,Alto,2.1,0,
156,399,20260616,2026-06-16,16,Tuesday,0,25,6,June,2,2026,2026-06,1144,1145,Cliente_001145,Brasilia,Brazil,Recurrente,398,399,Kyoto Classic Grill,American,Kyoto,Japan,Medio,3.0,0,
157,401,20260825,2026-08-25,25,Tuesday,0,35,8,August,3,2026,2026-08,2365,2366,Cliente_002366,Hyderabad,India,VIP,400,401,Hyderabad Zen Bistro,Japanese,Hyderabad,India,Alto,5.0,0,
158,407,20250313,2025-03-13,13,Thursday,0,11,3,March,1,2025,2025-03,5465,5466,Cliente_005466,Nagoya,Japan,VIP,406,407,Nagoya Lantern Cafe,Vietnamese,Nagoya,Japan,Alto,4.2,0,
159,409,20250526,2025-05-26,26,Monday,0,22,5,May,2,2025,2025-05,3329,3330,Cliente_003330,Yokohama,Japan,VIP,408,409,Yokohama Tapas Table,Spanish,Yokohama,Japan,Medio,4.3,1,Consistently good quality.
160,410,20241123,2024-11-23,23,Saturday,1,47,11,November,4,2024,2024-11,1651,1652,Cliente_001652,Yokohama,Japan,VIP,409,410,Hyderabad Saffron Kitchen & Bar,Indian,Hyderabad,India,Medio,3.3,1,"Food was okay, delivery took a while."
161,412,20250704,2025-07-04,4,Friday,0,27,7,July,3,2025,2025-07,3763,3764,Cliente_003764,Sao Paulo,Brazil,VIP,411,412,Sao Paulo Agave Garden,Mexican,Sao Paulo,Brazil,Medio,3.6,0,
162,415,20260816,2026-08-16,16,Sunday,1,34,8,August,3,2026,2026-08,3596,3597,Cliente_003597,Bangalore,India,Recurrente,414,415,Bangalore Amelie Eatery,French,Bangalore,India,Medio,1.8,0,
163,418,20251030,2025-10-30,30,Thursday,0,44,10,October,4,2025,2025-10,957,958,Cliente_000958,Houston,United States,VIP,417,418,Houston Piazza House,Italian,Houston,United States,Alto,3.0,1,"It was fine, some items were cold."
164,419,20260713,2026-07-13,13,Monday,0,29,7,July,3,2026,2026-07,969,970,Cliente_000970,Bangalore,India,VIP,418,419,Bangalore Sunset Cafe,Mediterranean,Bangalore,India,Medio,3.5,1,"Average experience, nothing special."
165,431,20251207,2025-12-07,7,Sunday,1,50,12,December,4,2025,2025-12,4136,4137,Cliente_004137,Sao Paulo,Brazil,VIP,430,431,Tokyo Wasabi Cafe,Japanese,Tokyo,Japan,Medio,4.4,0,
166,433,20260810,2026-08-10,10,Monday,0,33,8,August,3,2026,2026-08,5075,5076,Cliente_005076,London,United Kingdom,VIP,432,433,London Vineyard Table,Italian,London,United Kingdom,Medio,2.7,0,
167,436,20260803,2026-08-03,3,Monday,0,32,8,August,3,2026,2026-08,4397,4398,Cliente_004398,London,United Kingdom,VIP,435,436,London Bamboo Garden Garden,Chinese,London,United Kingdom,Medio,2.4,0,
168,438,20260704,2026-07-04,4,Saturday,1,27,7,July,3,2026,2026-07,4782,4783,Cliente_004783,Fortaleza,Brazil,Recurrente,437,438,Fortaleza Churrascaria Diner,Brazilian,Fortaleza,Brazil,Medio,5.0,1,Consistently good quality.
169,447,20250501,2025-05-01,1,Thursday,0,18,5,May,2,2025,2025-05,4802,4803,Cliente_004803,Bangalore,India,Recurrente,446,447,Bangalore Golden Elephant Grill,Thai,Bangalore,India,Alto,2.5,0,
170,448,20240915,2024-09-15,15,Sunday,1,38,9,September,3,2024,2024-09,2931,2932,Cliente_002932,Los Angeles,United States,VIP,447,448,Tokyo Trattoria Garden,Italian,Tokyo,Japan,Alto,3.4,0,
171,452,20260521,2026-05-21,21,Thursday,0,21,5,May,2,2026,2026-05,4150,4151,Cliente_004151,London,United Kingdom,VIP,451,452,London Rice Paper Corner,Vietnamese,London,United Kingdom,Medio,4.3,1,Excellent service and tasty food.
172,453,20250907,2025-09-07,7,Sunday,1,37,9,September,3,2025,2025-09,2434,2435,Cliente_002435,Chicago,United States,VIP,452,453,Chicago Cerrado Place,Brazilian,Chicago,United States,Bajo,4.2,0,
173,454,20260527,2026-05-27,27,Wednesday,0,22,5,May,2,2026,2026-05,5876,5877,Cliente_005877,Delhi,India,VIP,453,454,Chicago Barcelona House,Spanish,Chicago,United States,Bajo,3.0,0,
174,460,20260809,2026-08-09,9,Sunday,1,33,8,August,3,2026,2026-08,696,697,Cliente_000697,Los Angeles,United States,VIP,459,460,Fortaleza Provence Garden,French,Fortaleza,Brazil,Bajo,4.2,1,Excellent service and tasty food.
175,461,20241111,2024-11-11,11,Monday,0,46,11,November,4,2024,2024-11,1705,1706,Cliente_001706,Tokyo,Japan,VIP,460,461,Tokyo Fuji Bistro,Japanese,Tokyo,Japan,Bajo,2.0,0,
176,466,20260214,2026-02-14,14,Saturday,1,7,2,February,1,2026,2026-02,2440,2441,Cliente_002441,New York,United States,VIP,465,466,New York Jade House,Chinese,New York,United States,Alto,3.9,0,
177,467,20260622,2026-06-22,22,Monday,0,26,6,June,2,2026,2026-06,4314,4315,Cliente_004315,Rio de Janeiro,Brazil,VIP,466,467,Rio de Janeiro Bamboo Bowl Cafe,Vietnamese,Rio de Janeiro,Brazil,Bajo,4.1,1,"Loved it, definitely recommend."
178,468,20260310,2026-03-10,10,Tuesday,0,11,3,March,1,2026,2026-03,5134,5135,Cliente_005135,Sao Paulo,Brazil,Recurrente,467,468,Sao Paulo Ipanema Kitchen,Brazilian,Sao Paulo,Brazil,Bajo,3.9,0,
179,470,20241125,2024-11-25,25,Monday,0,48,11,November,4,2024,2024-11,72,73,Cliente_000073,Los Angeles,United States,VIP,469,470,Los Angeles Bombay Kitchen & Bar,Indian,Los Angeles,United States,Medio,2.8,0,
180,475,20251110,2025-11-10,10,Monday,0,46,11,November,4,2025,2025-11,4028,4029,Cliente_004029,Tokyo,Japan,Recurrente,474,475,Tokyo Lumiere Eatery,French,Tokyo,Japan,Bajo,3.9,1,"It was fine, some items were cold."
181,481,20241031,2024-10-31,31,Thursday,0,44,10,October,4,2024,2024-10,4809,4810,Cliente_004810,Delhi,India,VIP,480,481,Delhi Lotus Table,Chinese,Delhi,India,Alto,4.4,0,
182,482,20260723,2026-07-23,23,Thursday,0,30,7,July,3,2026,2026-07,1980,1981,Cliente_001981,Tokyo,Japan,Recurrente,481,482,Tokyo Lotus Leaf Kitchen & Bar,Vietnamese,Tokyo,Japan,Bajo,5.0,0,
183,488,20241129,2024-11-29,29,Friday,0,48,11,November,4,2024,2024-11,5613,5614,Cliente_005614,Delhi,India,EnRiesgo,487,488,Delhi Seoul Corner,Korean,Delhi,India,Medio,3.4,1,"Food was okay, delivery took a while."
184,489,20260601,2026-06-01,1,Monday,0,23,6,June,2,2026,2026-06,4185,4186,Cliente_004186,New York,United States,VIP,488,489,New York Route 66 Place,American,New York,United States,Alto,3.6,0,
185,494,20250628,2025-06-28,28,Saturday,1,26,6,June,2,2025,2025-06,4171,4172,Cliente_004172,Tokyo,Japan,VIP,493,494,Tokyo Cedar Kitchen & Bar,Mediterranean,Tokyo,Japan,Alto,2.8,0,
186,495,20260823,2026-08-23,23,Sunday,1,35,8,August,3,2026,2026-08,2908,2909,Cliente_002909,Mumbai,India,VIP,494,495,Mumbai Casbah Grill,Middle Eastern,Mumbai,India,Alto,3.5,1,Decent but could be better.
187,503,20260331,2026-03-31,31,Tuesday,0,14,3,March,1,2026,2026-03,1485,1486,Cliente_001486,Houston,United States,Recurrente,502,503,Houston Hallyu Cafe,Korean,Houston,United States,Bajo,4.0,0,
188,506,20260717,2026-07-17,17,Friday,0,29,7,July,3,2026,2026-07,2657,2658,Cliente_002658,Delhi,India,VIP,505,506,Delhi Bamboo Kitchen & Bar,Japanese,Delhi,India,Alto,2.6,1,"Average experience, nothing special."
189,507,20251008,2025-10-08,8,Wednesday,0,41,10,October,4,2025,2025-10,3841,3842,Cliente_003842,Chicago,United States,VIP,506,507,Chicago Basil Grill,Thai,Chicago,United States,Medio,2.6,0,
190,510,20240831,2024-08-31,31,Saturday,1,35,8,August,3,2024,2024-08,2437,2438,Cliente_002438,Delhi,India,VIP,509,510,Delhi Spice Route Diner,Middle Eastern,Delhi,India,Alto,4.2,0,
191,514,20251109,2025-11-09,9,Sunday,1,46,11,November,4,2025,2025-11,630,631,Cliente_000631,Rio de Janeiro,Brazil,VIP,513,514,Rio de Janeiro Flamenco House,Spanish,Rio de Janeiro,Brazil,Alto,4.1,0,
192,517,20260823,2026-08-23,23,Sunday,1,35,8,August,3,2026,2026-08,2189,2190,Cliente_002190,Chicago,United States,VIP,516,517,Chicago Frontera Table,Mexican,Chicago,United States,Alto,4.9,1,"Great food, fast delivery, will order again."
193,521,20260507,2026-05-07,7,Thursday,0,19,5,May,2,2026,2026-05,5658,5659,Cliente_005659,Mumbai,India,Recurrente,520,521,Mumbai Zen Bistro,Japanese,Mumbai,India,Bajo,5.0,1,Consistently good quality.
194,525,20260408,2026-04-08,8,Wednesday,0,15,4,April,2,2026,2026-04,4255,4256,Cliente_004256,Chicago,United States,VIP,524,525,Chicago Aleppo Place,Middle Eastern,Chicago,United States,Alto,2.3,0,
195,526,20260227,2026-02-27,27,Friday,0,9,2,February,1,2026,2026-02,3329,3330,Cliente_003330,Yokohama,Japan,VIP,525,526,Yokohama Dynasty House,Chinese,Yokohama,Japan,Medio,3.2,0,
196,532,20260822,2026-08-22,22,Saturday,1,34,8,August,3,2026,2026-08,384,385,Cliente_000385,Delhi,India,Recurrente,531,532,Delhi Agave Garden,Mexican,Delhi,India,Bajo,3.3,1,"It was fine, some items were cold."
197,533,20260509,2026-05-09,9,Saturday,1,19,5,May,2,2026,2026-05,4031,4032,Cliente_004032,Fortaleza,Brazil,VIP,532,533,Delhi Charcoal Bistro,Korean,Delhi,India,Alto,5.0,0,
198,534,20260810,2026-08-10,10,Monday,0,33,8,August,3,2026,2026-08,36,37,Cliente_000037,Chennai,India,VIP,533,534,Chennai Backyard Diner,American,Chennai,India,Bajo,4.0,0,
199,537,20250608,2025-06-08,8,Sunday,1,24,6,June,2,2025,2025-06,3934,3935,Cliente_003935,Chennai,India,VIP,536,537,Chennai Orchid Place,Thai,Chennai,India,Medio,2.7,0,
200,539,20250720,2025-07-20,20,Sunday,1,30,7,July,3,2025,2025-07,389,390,Cliente_000390,Chennai,India,Recurrente,538,539,Hyderabad Sunset Cafe,Mediterranean,Hyderabad,India,Alto,2.8,0,
201,543,20241115,2024-11-15,15,Friday,0,46,11,November,4,2024,2024-11,2576,2577,Cliente_002577,Salvador,Brazil,VIP,542,543,Yokohama Verde Grill,Brazilian,Yokohama,Japan,Bajo,4.0,1,Consistently good quality.
202,549,20260812,2026-08-12,12,Wednesday,0,33,8,August,3,2026,2026-08,2670,2671,Cliente_002671,Mumbai,India,Recurrente,548,549,Mumbai Roadside Place,American,Mumbai,India,Alto,3.2,0,
203,550,20250906,2025-09-06,6,Saturday,1,36,9,September,3,2025,2025-09,2781,2782,Cliente_002782,Rio de Janeiro,Brazil,Recurrente,549,550,Rio de Janeiro Champs House,French,Rio de Janeiro,Brazil,Bajo,5.0,0,
204,557,20260701,2026-07-01,1,Wednesday,0,27,7,July,3,2026,2026-07,3155,3156,Cliente_003156,Tokyo,Japan,VIP,556,557,Tokyo Hanoi Bistro,Vietnamese,Tokyo,Japan,Medio,3.3,0,
205,558,20250511,2025-05-11,11,Sunday,1,20,5,May,2,2025,2025-05,10,11,Cliente_000011,Mumbai,India,VIP,557,558,Mumbai Churrascaria Diner,Brazilian,Mumbai,India,Alto,2.7,0,
206,561,20250912,2025-09-12,12,Friday,0,37,9,September,3,2025,2025-09,2503,2504,Cliente_002504,Mumbai,India,VIP,560,561,Mumbai Santorini Place,Greek,Mumbai,India,Bajo,1.9,1,Delivery was very delayed.
207,563,20260826,2026-08-26,26,Wednesday,0,35,8,August,3,2026,2026-08,3791,3792,Cliente_003792,London,United Kingdom,VIP,562,563,London Gangnam Cafe,Korean,London,United Kingdom,Medio,3.1,1,"Food was okay, delivery took a while."
208,569,20250227,2025-02-27,27,Thursday,0,9,2,February,1,2025,2025-02,1690,1691,Cliente_001691,Yokohama,Japan,Recurrente,568,569,Yokohama Aegean Bistro,Mediterranean,Yokohama,Japan,Bajo,4.0,1,Consistently good quality.
209,571,20260518,2026-05-18,18,Monday,0,21,5,May,2,2026,2026-05,1240,1241,Cliente_001241,Salvador,Brazil,VIP,570,571,Salvador Panda Eatery,Chinese,Salvador,Brazil,Medio,3.8,0,
210,578,20260720,2026-07-20,20,Monday,0,30,7,July,3,2026,2026-07,3814,3815,Cliente_003815,Liverpool,United Kingdom,Recurrente,577,578,Mumbai Hanok Kitchen & Bar,Korean,Mumbai,India,Medio,3.4,0,
211,583,20250523,2025-05-23,23,Friday,0,21,5,May,2,2025,2025-05,4338,4339,Cliente_004339,Sao Paulo,Brazil,VIP,582,583,New York Vino Eatery,Italian,New York,United States,Bajo,3.3,0,
212,584,20251228,2025-12-28,28,Sunday,1,53,12,December,4,2025,2025-12,1613,1614,Cliente_001614,Bangalore,India,VIP,583,584,Tokyo Olive Corner,Mediterranean,Tokyo,Japan,Alto,5.0,0,
213,591,20260411,2026-04-11,11,Saturday,1,15,4,April,2,2026,2026-04,972,973,Cliente_000973,Chennai,India,Recurrente,590,591,Chennai Delphi Grill,Greek,Chennai,India,Medio,3.2,1,"Food was okay, delivery took a while."
214,601,20260113,2026-01-13,13,Tuesday,0,3,1,January,1,2026,2026-01,477,478,Cliente_000478,London,United Kingdom,VIP,600,601,London Lotus Table,Chinese,London,United Kingdom,Medio,2.4,0,
215,603,20250427,2025-04-27,27,Sunday,1,18,4,April,2,2025,2025-04,1119,1120,Cliente_001120,Bangalore,India,VIP,602,603,Sao Paulo Samba Grill,Brazilian,Sao Paulo,Brazil,Alto,2.5,0,
216,606,20260501,2026-05-01,1,Friday,0,18,5,May,2,2026,2026-05,476,477,Cliente_000477,Sao Paulo,Brazil,Recurrente,605,606,Sao Paulo Opa Diner,Greek,Sao Paulo,Brazil,Medio,5.0,0,
217,607,20250806,2025-08-06,6,Wednesday,0,32,8,August,3,2025,2025-08,1164,1165,Cliente_001165,Chicago,United States,VIP,606,607,Chicago Salsa Eatery,Mexican,Chicago,United States,Alto,3.0,1,"It was fine, some items were cold."
218,610,20250329,2025-03-29,29,Saturday,1,13,3,March,1,2025,2025-03,5447,5448,Cliente_005448,Hyderabad,India,VIP,609,610,Hyderabad Chateau House,French,Hyderabad,India,Alto,2.9,1,"It was fine, some items were cold."
219,611,20260518,2026-05-18,18,Monday,0,21,5,May,2,2026,2026-05,1894,1895,Cliente_001895,Sao Paulo,Brazil,VIP,610,611,Sao Paulo Koi Cafe,Japanese,Sao Paulo,Brazil,Medio,2.7,0,
220,612,20260726,2026-07-26,26,Sunday,1,31,7,July,3,2026,2026-07,661,662,Cliente_000662,Sao Paulo,Brazil,Recurrente,611,612,Sao Paulo Siam Kitchen,Thai,Sao Paulo,Brazil,Medio,5.0,1,"Really enjoyed this, everything arrived hot."
221,614,20260721,2026-07-21,21,Tuesday,0,30,7,July,3,2026,2026-07,3338,3339,Cliente_003339,Bangalore,India,VIP,613,614,Bangalore Cedar Kitchen & Bar,Mediterranean,Bangalore,India,Medio,3.3,1,"Food was okay, delivery took a while."
222,615,20260823,2026-08-23,23,Sunday,1,35,8,August,3,2026,2026-08,5164,5165,Cliente_005165,Rio de Janeiro,Brazil,Recurrente,614,615,Rio de Janeiro Casbah Grill,Middle Eastern,Rio de Janeiro,Brazil,Alto,3.7,1,"It was fine, some items were cold."
223,623,20250213,2025-02-13,13,Thursday,0,7,2,February,1,2025,2025-02,3001,3002,Cliente_003002,Sao Paulo,Brazil,VIP,622,623,Sao Paulo Hallyu Cafe,Korean,Sao Paulo,Brazil,Medio,5.0,1,"Really enjoyed this, everything arrived hot."
224,625,20250217,2025-02-17,17,Monday,0,8,2,February,1,2025,2025-02,4063,4064,Cliente_004064,Kyoto,Japan,VIP,624,625,Kyoto Rive Gauche Table,French,Kyoto,Japan,Medio,2.1,0,
225,626,20241225,2024-12-25,25,Wednesday,0,52,12,December,4,2024,2024-12,2473,2474,Cliente_002474,Kyoto,Japan,Recurrente,625,626,Mumbai Bamboo Kitchen & Bar,Japanese,Mumbai,India,Medio,4.3,1,Consistently good quality.
226,627,20250421,2025-04-21,21,Monday,0,17,4,April,2,2025,2025-04,2660,2661,Cliente_002661,Los Angeles,United States,VIP,626,627,Osaka Basil Grill,Thai,Osaka,Japan,Bajo,3.9,0,
227,629,20260826,2026-08-26,26,Wednesday,0,35,8,August,3,2026,2026-08,3608,3609,Cliente_003609,Bangalore,India,Recurrente,628,629,Bangalore Terra Bistro,Mediterranean,Bangalore,India,Alto,5.0,0,
